NAICS Code,NAICS Title,MICS Code,MICS Title
5418,"Advertising, Public Relations, and Related Services",54H,"Advertising, Public Relations, and Related Services"
54181,Advertising Agencies,54H,"Advertising, Public Relations, and Related Services"
54182,Public Relations Agencies,54H,"Advertising, Public Relations, and Related Services"
54183,Media Buying Agencies,54H,"Advertising, Public Relations, and Related Services"
54184,Media Representatives,54H,"Advertising, Public Relations, and Related Services"
54185,Indoor and Outdoor Display Advertising,54H,"Advertising, Public Relations, and Related Services"
54186,Direct Mail Advertising,54H,"Advertising, Public Relations, and Related Services"
54187,Advertising Material Distribution Services,54H,"Advertising, Public Relations, and Related Services"
54189,Other Services Related to Advertising,54H,"Advertising, Public Relations, and Related Services"
541810,Advertising Agencies,54H,"Advertising, Public Relations, and Related Services"
541820,Public Relations Agencies,54H,"Advertising, Public Relations, and Related Services"
541830,Media Buying Agencies,54H,"Advertising, Public Relations, and Related Services"
541840,Media Representatives,54H,"Advertising, Public Relations, and Related Services"
541850,Indoor and Outdoor Display Advertising,54H,"Advertising, Public Relations, and Related Services"
541860,Direct Mail Advertising,54H,"Advertising, Public Relations, and Related Services"
541870,Advertising Material Distribution Services,54H,"Advertising, Public Relations, and Related Services"
541890,Other Services Related to Advertising,54H,"Advertising, Public Relations, and Related Services"
5419,"Other Professional, Scientific, and Technical Services",54I,"Other Professional, Scientific, and Technical Services"
54191,Marketing Research and Public Opinion Polling,54I,"Other Professional, Scientific, and Technical Services"
54192,Photographic Services,54I,"Other Professional, Scientific, and Technical Services"
54193,Translation and Interpretation Services,54I,"Other Professional, Scientific, and Technical Services"
54194,Veterinary Services,54I,"Other Professional, Scientific, and Technical Services"
54199,"All Other Professional, Scientific, and Technical Services",54I,"Other Professional, Scientific, and Technical Services"
541910,Marketing Research and Public Opinion Polling,54I,"Other Professional, Scientific, and Technical Services"
541921,"Photography Studios, Portrai",54I,"Other Professional, Scientific, and Technical Services"
541922,Commercial Photography,54I,"Other Professional, Scientific, and Technical Services"
541930,Translation and Interpretation Services,54I,"Other Professional, Scientific, and Technical Services"
541940,Veterinary Services,54I,"Other Professional, Scientific, and Technical Services"
541990,"All Other Professional, Scientific, and Technical Services",54I,"Other Professional, Scientific, and Technical Services"
55,Management of Companies and Enterprises,55,Management of Companies and Enterprises
551,Management of Companies and Enterprises,55,Management of Companies and Enterprises
5511,Management of Companies and Enterprises,55,Management of Companies and Enterprises
55111,Management of Companies and Enterprises,55,Management of Companies and Enterprises
551111,Offices of Bank Holding Companies,55,Management of Companies and Enterprises
551112,Offices of Other Holding Companies,55,Management of Companies and Enterprises
551114,"Corporate, Subsidiary, and Regional Managing Offices",55,Management of Companies and Enterprises
56,Administrative and Support and Waste Management and Remediation Services,56,Administrative and Support and Waste Management and Remediation Services
561,Administrative and Support Services,56,Administrative and Support and Waste Management and Remediation Services
5611,Office Administrative Services,56,Administrative and Support and Waste Management and Remediation Services
56111,Office Administrative Services,56,Administrative and Support and Waste Management and Remediation Services
561110,Office Administrative Services,56,Administrative and Support and Waste Management and Remediation Services
5612,Facilities Support Services,56,Administrative and Support and Waste Management and Remediation Services
56121,Facilities Support Services,56,Administrative and Support and Waste Management and Remediation Services
561210,Facilities Support Services,56,Administrative and Support and Waste Management and Remediation Services
5613,Employment Services,56,Administrative and Support and Waste Management and Remediation Services
56131,Employment Placement Agencies and Executive Search Services,56,Administrative and Support and Waste Management and Remediation Services
56132,Temporary Help Services,56,Administrative and Support and Waste Management and Remediation Services
56133,Professional Employer Organizations,56,Administrative and Support and Waste Management and Remediation Services
561311,Employment Placement Agencies,56,Administrative and Support and Waste Management and Remediation Services
561312,Executive Search Services,56,Administrative and Support and Waste Management and Remediation Services
561320,Temporary Help Services,56,Administrative and Support and Waste Management and Remediation Services
561330,Professional Employer Organizations,56,Administrative and Support and Waste Management and Remediation Services
5614,Business Support Services,56,Administrative and Support and Waste Management and Remediation Services
56141,Document Preparation Services,56,Administrative and Support and Waste Management and Remediation Services
56142,Telephone Call Centers,56,Administrative and Support and Waste Management and Remediation Services
56143,Business Service Centers,56,Administrative and Support and Waste Management and Remediation Services
56144,Collection Agencies,56,Administrative and Support and Waste Management and Remediation Services
56145,Credit Bureaus,56,Administrative and Support and Waste Management and Remediation Services
56149,Other Business Support Services,56,Administrative and Support and Waste Management and Remediation Services
561410,Document Preparation Services,56,Administrative and Support and Waste Management and Remediation Services
561421,Telephone Answering Services,56,Administrative and Support and Waste Management and Remediation Services
561422,Telemarketing Bureaus and Other Contact Centers,56,Administrative and Support and Waste Management and Remediation Services
561431,Private Mail Centers,56,Administrative and Support and Waste Management and Remediation Services
561439,Other Business Service Centers (including Copy Shops),56,Administrative and Support and Waste Management and Remediation Services
561440,Collection Agencies,56,Administrative and Support and Waste Management and Remediation Services
561450,Credit Bureaus,56,Administrative and Support and Waste Management and Remediation Services
561491,Repossession Services,56,Administrative and Support and Waste Management and Remediation Services
561492,Court Reporting and Stenotype Services,56,Administrative and Support and Waste Management and Remediation Services
561499,All Other Business Support Services,56,Administrative and Support and Waste Management and Remediation Services
5615,Travel Arrangement and Reservation Services,56,Administrative and Support and Waste Management and Remediation Services
56151,Travel Agencies,56,Administrative and Support and Waste Management and Remediation Services
56152,Tour Operators,56,Administrative and Support and Waste Management and Remediation Services
56159,Other Travel Arrangement and Reservation Services,56,Administrative and Support and Waste Management and Remediation Services
561510,Travel Agencies,56,Administrative and Support and Waste Management and Remediation Services
561520,Tour Operators,56,Administrative and Support and Waste Management and Remediation Services
561591,Convention and Visitors Bureaus,56,Administrative and Support and Waste Management and Remediation Services
561599,All Other Travel Arrangement and Reservation Services,56,Administrative and Support and Waste Management and Remediation Services
5616,Investigation and Security Services,56,Administrative and Support and Waste Management and Remediation Services
56161,"Investigation, Guard, and Armored Car Services",56,Administrative and Support and Waste Management and Remediation Services
56162,Security Systems Services,56,Administrative and Support and Waste Management and Remediation Services
561611,Investigation and Personal Background Check Services,56,Administrative and Support and Waste Management and Remediation Services
561612,Security Guards and Patrol Services,56,Administrative and Support and Waste Management and Remediation Services
561613,Armored Car Services,56,Administrative and Support and Waste Management and Remediation Services
561621,Security Systems Services (except Locksmiths),56,Administrative and Support and Waste Management and Remediation Services
561622,Locksmiths,56,Administrative and Support and Waste Management and Remediation Services
5617,Services to Buildings and Dwellings,56,Administrative and Support and Waste Management and Remediation Services
56171,Exterminating and Pest Control Services,56,Administrative and Support and Waste Management and Remediation Services
56172,Janitorial Services,56,Administrative and Support and Waste Management and Remediation Services
56173,Landscaping Services,56,Administrative and Support and Waste Management and Remediation Services
56174,Carpet and Upholstery Cleaning Services,56,Administrative and Support and Waste Management and Remediation Services
56179,Other Services to Buildings and Dwellings,56,Administrative and Support and Waste Management and Remediation Services
561710,Exterminating and Pest Control Services,56,Administrative and Support and Waste Management and Remediation Services
561720,Janitorial Services,56,Administrative and Support and Waste Management and Remediation Services
561730,Landscaping Services,56,Administrative and Support and Waste Management and Remediation Services
561740,Carpet and Upholstery Cleaning Services,56,Administrative and Support and Waste Management and Remediation Services
561790,Other Services to Buildings and Dwellings,56,Administrative and Support and Waste Management and Remediation Services
5619,Other Support Services,56,Administrative and Support and Waste Management and Remediation Services
56191,Packaging and Labeling Services,56,Administrative and Support and Waste Management and Remediation Services
56192,Convention and Trade Show Organizers,56,Administrative and Support and Waste Management and Remediation Services
56199,All Other Support Services,56,Administrative and Support and Waste Management and Remediation Services
561910,Packaging and Labeling Services,56,Administrative and Support and Waste Management and Remediation Services
561920,Convention and Trade Show Organizers,56,Administrative and Support and Waste Management and Remediation Services
561990,All Other Support Services,56,Administrative and Support and Waste Management and Remediation Services
562,Waste Management and Remediation Services,56,Administrative and Support and Waste Management and Remediation Services
5621,Waste Collection,56,Administrative and Support and Waste Management and Remediation Services
56211,Waste Collection,56,Administrative and Support and Waste Management and Remediation Services
562111,Solid Waste Collection,56,Administrative and Support and Waste Management and Remediation Services
562112,Hazardous Waste Collection,56,Administrative and Support and Waste Management and Remediation Services
562119,Other Waste Collection,56,Administrative and Support and Waste Management and Remediation Services
5622,Waste Treatment and Disposal,56,Administrative and Support and Waste Management and Remediation Services
56221,Waste Treatment and Disposal,56,Administrative and Support and Waste Management and Remediation Services
562211,Hazardous Waste Treatment and Disposal,56,Administrative and Support and Waste Management and Remediation Services
562212,Solid Waste Landfill,56,Administrative and Support and Waste Management and Remediation Services
562213,Solid Waste Combustors and Incinerators,56,Administrative and Support and Waste Management and Remediation Services
562219,Other Nonhazardous Waste Treatment and Disposal,56,Administrative and Support and Waste Management and Remediation Services
5629,Remediation and Other Waste Management Services,56,Administrative and Support and Waste Management and Remediation Services
56291,Remediation Services,56,Administrative and Support and Waste Management and Remediation Services
56292,Materials Recovery Facilities,56,Administrative and Support and Waste Management and Remediation Services
56299,All Other Waste Management Services,56,Administrative and Support and Waste Management and Remediation Services
562910,Remediation Services,56,Administrative and Support and Waste Management and Remediation Services
562920,Materials Recovery Facilities,56,Administrative and Support and Waste Management and Remediation Services
562991,Septic Tank and Related Services,56,Administrative and Support and Waste Management and Remediation Services
562998,All Other Miscellaneous Waste Management Services,56,Administrative and Support and Waste Management and Remediation Services
61,Educational Services,61,Educational Services
611,Educational Services,61A,Elementary and Secondary Schools
6111,Elementary and Secondary Schools,61A,Elementary and Secondary Schools
61111,Elementary and Secondary Schools,61A,Elementary and Secondary Schools
611110,Elementary and Secondary Schools,61A,Elementary and Secondary Schools
6112,Junior Colleges,61B,Junior Colleges
61121,Junior Colleges,61B,Junior Colleges
611210,Junior Colleges,61B,Junior Colleges
6113,"Colleges, Universities, and Professional Schools",61C,"Colleges, Universities, and Professional Schools"
61131,"Colleges, Universities, and Professional Schools",61C,"Colleges, Universities, and Professional Schools"
611310,"Colleges, Universities, and Professional Schools",61C,"Colleges, Universities, and Professional Schools"
6114,Business Schools and Computer and Management Training,61D,"Business, Computer and Management Training"
61141,Business and Secretarial Schools,61D,"Business, Computer and Management Training"
61142,Computer Training,61D,"Business, Computer and Management Training"
61143,Professional and Management Development Training,61D,"Business, Computer and Management Training"
611410,Business and Secretarial Schools,61D,"Business, Computer and Management Training"
611420,Computer Training,61D,"Business, Computer and Management Training"
611430,Professional and Management Development Training,61D,"Business, Computer and Management Training"
6115,Technical and Trade Schools,61E,Technical and Trade Schools 
61151,Technical and Trade Schools,61E,Technical and Trade Schools 
611511,Cosmetology and Barber Schools,61E,Technical and Trade Schools 
611512,Flight Training,61E,Technical and Trade Schools 
611513,Apprenticeship Training,61E,Technical and Trade Schools 
611519,Other Technical and Trade Schools,61E,Technical and Trade Schools 
6116,Other Schools and Instruction,61F,Other Schools and Instruction
61161,Fine Arts Schools,61F,Other Schools and Instruction
61162,Sports and Recreation Instruction,61F,Other Schools and Instruction
61163,Language Schools,61F,Other Schools and Instruction
61169,All Other Schools and Instruction,61F,Other Schools and Instruction
611610,Fine Arts Schools,61F,Other Schools and Instruction
611620,Sports and Recreation Instruction,61F,Other Schools and Instruction
611630,Language Schools,61F,Other Schools and Instruction
611691,Exam Preparation and Tutoring,61F,Other Schools and Instruction
611692,Automobile Driving Schools,61F,Other Schools and Instruction
611699,All Other Miscellaneous Schools and Instruction,61F,Other Schools and Instruction
6117,Educational Support Services,61G,Educational Support Services
61171,Educational Support Services,61G,Educational Support Services
611710,Educational Support Services,61G,Educational Support Services
62,Health Care and Social Assistance,62,Health Care and Social Assistance
621,Ambulatory Health Care Services,621,Ambulatory Health Care Services (High Street Healthcare)
6211,Offices of Physicians,621A,Physicians
62111,Offices of Physicians,621A,Physicians
621111,Offices of Physicians (except Mental Health Specialists),621A,Physicians
6212,Offices of Dentists,621B,Dentists
62121,Offices of Dentists,621B,Dentists
621210,Offices of Dentists,621B,Dentists
62131,Offices of Chiropractors,621C,Chiropractors
621310,Offices of Chiropractors,621C,Chiropractors
62132,Offices of Optometrists,621D,Optometrists
621320,Offices of Optometrists,621D,Optometrists
621112,"Offices of Physicians, Mental Health Specialists",621E,Mental Health
62133,Offices of Mental Health Practitioners (except Physicians),621E,Mental Health
621330,Offices of Mental Health Practitioners (except Physicians),621E,Mental Health
62142,Outpatient Mental Health and Substance Abuse Centers,621E,Mental Health
621420,Outpatient Mental Health and Substance Abuse Centers,621E,Mental Health
62134,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",621F,"Physical, Occupational and Speech Therapists, and Audiologists"
6213,Offices of Other Health Practitioners,621G,Other Health Practitioners
62139,Offices of All Other Health Practitioners,621G,Other Health Practitioners
621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",621G,Other Health Practitioners
621391,Offices of Podiatrists,621G,Other Health Practitioners
621399,Offices of All Other Miscellaneous Health Practitioners,621G,Other Health Practitioners
6214,Outpatient Care Centers,621G,Other Health Practitioners
62141,Family Planning Centers,621G,Other Health Practitioners
62149,Other Outpatient Care Centers,621G,Other Health Practitioners
621410,Family Planning Centers,621G,Other Health Practitioners
621491,HMO Medical Centers,621G,Other Health Practitioners
621492,Kidney Dialysis Centers,621G,Other Health Practitioners
621493,Freestanding Ambulatory Surgical and Emergency Centers,621G,Other Health Practitioners
621498,All Other Outpatient Care Centers,621G,Other Health Practitioners
6219,Other Ambulatory Health Care Services,621G,Other Health Practitioners
62191,Ambulance Services,621G,Other Health Practitioners
62199,All Other Ambulatory Health Care Services,621G,Other Health Practitioners
621910,Ambulance Services,621G,Other Health Practitioners
621991,Blood and Organ Banks,621G,Other Health Practitioners
621999,All Other Miscellaneous Ambulatory Health Care Services,621G,Other Health Practitioners
6215,Medical and Diagnostic Laboratories,621H,Medical and Diagnostic Laboratories
62151,Medical and Diagnostic Laboratories,621H,Medical and Diagnostic Laboratories
621511,Medical Laboratories,621H,Medical and Diagnostic Laboratories
621512,Diagnostic Imaging Centers,621H,Medical and Diagnostic Laboratories
6216,Home Health Care Services,621I,Home Health Care Services
62161,Home Health Care Services,621I,Home Health Care Services
621610,Home Health Care Services,621I,Home Health Care Services
622,Hospitals,622,Hospitals
6221,General Medical and Surgical Hospitals,622,Hospitals
62211,General Medical and Surgical Hospitals,622,Hospitals
622110,General Medical and Surgical Hospitals,622,Hospitals
6222,Psychiatric and Substance Abuse Hospitals,622,Hospitals
62221,Psychiatric and Substance Abuse Hospitals,622,Hospitals
622210,Psychiatric and Substance Abuse Hospitals,622,Hospitals
6223,Specialty (except Psychiatric and Substance Abuse) Hospitals,622,Hospitals
62231,Specialty (except Psychiatric and Substance Abuse) Hospitals,622,Hospitals
622310,Specialty (except Psychiatric and Substance Abuse) Hospitals,622,Hospitals
623,Nursing and Residential Care Facilities,623,Nursing and Residential Care Facilities
6231,Nursing Care Facilities (Skilled Nursing Facilities),623,Nursing and Residential Care Facilities
62311,Nursing Care Facilities (Skilled Nursing Facilities),623,Nursing and Residential Care Facilities
623110,Nursing Care Facilities (Skilled Nursing Facilities),623,Nursing and Residential Care Facilities
6232,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",623,Nursing and Residential Care Facilities
62321,Residential Intellectual and Developmental Disability Facilities,623,Nursing and Residential Care Facilities
62322,Residential Mental Health and Substance Abuse Facilities,623,Nursing and Residential Care Facilities
623210,Residential Intellectual and Developmental Disability Facilities,623,Nursing and Residential Care Facilities
623220,Residential Mental Health and Substance Abuse Facilities,623,Nursing and Residential Care Facilities
6233,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,623,Nursing and Residential Care Facilities
62331,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,623,Nursing and Residential Care Facilities
623311,Continuing Care Retirement Communities,623,Nursing and Residential Care Facilities
623312,Assisted Living Facilities for the Elderly,623,Nursing and Residential Care Facilities
6239,Other Residential Care Facilities,623,Nursing and Residential Care Facilities
62399,Other Residential Care Facilities,623,Nursing and Residential Care Facilities
623990,Other Residential Care Facilities,623,Nursing and Residential Care Facilities
624,Social Assistance,624,Social Assistance
6241,Individual and Family Services,624,Social Assistance
62411,Child and Youth Services,624,Social Assistance
62412,Services for the Elderly and Persons with Disabilities,624,Social Assistance
62419,Other Individual and Family Services,624,Social Assistance
624110,Child and Youth Services,624,Social Assistance
624120,Services for the Elderly and Persons with Disabilities,624,Social Assistance
624190,Other Individual and Family Services,624,Social Assistance
6242,"Community Food and Housing, and Emergency and Other Relief Services",624,Social Assistance
62421,Community Food Services,624,Social Assistance
62422,Community Housing Services,624,Social Assistance
62423,Emergency and Other Relief Services,624,Social Assistance
624210,Community Food Services,624,Social Assistance
624221,Temporary Shelters,624,Social Assistance
624229,Other Community Housing Services,624,Social Assistance
624230,Emergency and Other Relief Services,624,Social Assistance
6243,Vocational Rehabilitation Services,624,Social Assistance
62431,Vocational Rehabilitation Services,624,Social Assistance
624310,Vocational Rehabilitation Services,624,Social Assistance
6244,Child Care Services,624,Social Assistance
62441,Child Care Services,624,Social Assistance
624410,Child Care Services,624,Social Assistance
71,"Arts, Entertainment, and Recreation",71,"Arts, Entertainment, and Recreation"
711,"Performing Arts, Spectator Sports, and Related Industries",711,"Performing Arts, Spectator Sports, and Related Industries"
7111,Performing Arts Companies,711,"Performing Arts, Spectator Sports, and Related Industries"
71111,Theater Companies and Dinner Theaters,711,"Performing Arts, Spectator Sports, and Related Industries"
71112,Dance Companies,711,"Performing Arts, Spectator Sports, and Related Industries"
71113,Musical Groups and Artists,711,"Performing Arts, Spectator Sports, and Related Industries"
71119,Other Performing Arts Companies,711,"Performing Arts, Spectator Sports, and Related Industries"
711110,Theater Companies and Dinner Theaters,711,"Performing Arts, Spectator Sports, and Related Industries"
711120,Dance Companies,711,"Performing Arts, Spectator Sports, and Related Industries"
711130,Musical Groups and Artists,711,"Performing Arts, Spectator Sports, and Related Industries"
711190,Other Performing Arts Companies,711,"Performing Arts, Spectator Sports, and Related Industries"
7112,Spectator Sports,711,"Performing Arts, Spectator Sports, and Related Industries"
71121,Spectator Sports,711,"Performing Arts, Spectator Sports, and Related Industries"
711211,Sports Teams and Clubs,711,"Performing Arts, Spectator Sports, and Related Industries"
711212,Racetracks,711,"Performing Arts, Spectator Sports, and Related Industries"
711219,Other Spectator Sports,711,"Performing Arts, Spectator Sports, and Related Industries"
7113,"Promoters of Performing Arts, Sports, and Similar Events",711,"Performing Arts, Spectator Sports, and Related Industries"
71131,"Promoters of Performing Arts, Sports, and Similar Events with Facilities",711,"Performing Arts, Spectator Sports, and Related Industries"
71132,"Promoters of Performing Arts, Sports, and Similar Events without Facilities",711,"Performing Arts, Spectator Sports, and Related Industries"
711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities",711,"Performing Arts, Spectator Sports, and Related Industries"
711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities",711,"Performing Arts, Spectator Sports, and Related Industries"
7114,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",711,"Performing Arts, Spectator Sports, and Related Industries"
71141,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",711,"Performing Arts, Spectator Sports, and Related Industries"
711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",711,"Performing Arts, Spectator Sports, and Related Industries"
7115,"Independent Artists, Writers, and Performers",711,"Performing Arts, Spectator Sports, and Related Industries"
71151,"Independent Artists, Writers, and Performers",711,"Performing Arts, Spectator Sports, and Related Industries"
711510,"Independent Artists, Writers, and Performers",711,"Performing Arts, Spectator Sports, and Related Industries"
712,"Museums, Historical Sites, and Similar Institutions",712,"Museums, Historical Sites, and Similar Institutions"
7121,"Museums, Historical Sites, and Similar Institutions",712,"Museums, Historical Sites, and Similar Institutions"
71211,Museums,712,"Museums, Historical Sites, and Similar Institutions"
71212,Historical Sites,712,"Museums, Historical Sites, and Similar Institutions"
71213,Zoos and Botanical Gardens,712,"Museums, Historical Sites, and Similar Institutions"
71219,Nature Parks and Other Similar Institutions,712,"Museums, Historical Sites, and Similar Institutions"
712110,Museums,712,"Museums, Historical Sites, and Similar Institutions"
712120,Historical Sites,712,"Museums, Historical Sites, and Similar Institutions"
712130,Zoos and Botanical Gardens,712,"Museums, Historical Sites, and Similar Institutions"
712190,Nature Parks and Other Similar Institutions,712,"Museums, Historical Sites, and Similar Institutions"
713,"Amusement, Gambling, and Recreation Industries",713,"Amusement, Gambling, and Recreation"
7131,Amusement Parks and Arcades,713,"Amusement, Gambling, and Recreation"
71311,Amusement and Theme Parks,713,"Amusement, Gambling, and Recreation"
71312,Amusement Arcades,713,"Amusement, Gambling, and Recreation"
713110,Amusement and Theme Parks,713,"Amusement, Gambling, and Recreation"
713120,Amusement Arcades,713,"Amusement, Gambling, and Recreation"
7132,Gambling Industries,713,"Amusement, Gambling, and Recreation"
71321,Casinos (except Casino Hotels),713,"Amusement, Gambling, and Recreation"
71329,Other Gambling Industries,713,"Amusement, Gambling, and Recreation"
713210,Casinos (except Casino Hotels),713,"Amusement, Gambling, and Recreation"
713290,Other Gambling Industries,713,"Amusement, Gambling, and Recreation"
7139,Other Amusement and Recreation Industries,713,"Amusement, Gambling, and Recreation"
71391,Golf Courses and Country Clubs,713,"Amusement, Gambling, and Recreation"
71392,Skiing Facilities,713,"Amusement, Gambling, and Recreation"
71393,Marinas,713,"Amusement, Gambling, and Recreation"
71394,Fitness and Recreational Sports Centers,713,"Amusement, Gambling, and Recreation"
71395,Bowling Centers,713,"Amusement, Gambling, and Recreation"
71399,All Other Amusement and Recreation Industries,713,"Amusement, Gambling, and Recreation"
713910,Golf Courses and Country Clubs,713,"Amusement, Gambling, and Recreation"
713920,Skiing Facilities,713,"Amusement, Gambling, and Recreation"
713930,Marinas,713,"Amusement, Gambling, and Recreation"
713940,Fitness and Recreational Sports Centers,713,"Amusement, Gambling, and Recreation"
713950,Bowling Centers,713,"Amusement, Gambling, and Recreation"
713990,All Other Amusement and Recreation Industries,713,"Amusement, Gambling, and Recreation"
72,Accommodation and Food Services,72,Accommodation and Food Services
721,Accommodation,721,Accommodation
7211,Traveler Accommodation,721,Accommodation
72111,Hotels (except Casino Hotels) and Motels,721A,Hotels (except Casino Hotels) and Motels
721110,Hotels (except Casino Hotels) and Motels,721A,Hotels (except Casino Hotels) and Motels
72112,Casino Hotels,721B,Casino Hotels
721120,Casino Hotels,721B,Casino Hotels
72119,Other Traveler Accommodation,721C,Other Traveler Accommodation
721199,All Other Traveler Accommodation,721C,Other Traveler Accommodation
7212,RV (Recreational Vehicle) Parks and Recreational Camps,721D,RV (Recreational Vehicle) Parks and Recreational Camps
72121,RV (Recreational Vehicle) Parks and Recreational Camps,721D,RV (Recreational Vehicle) Parks and Recreational Camps
721211,RV (Recreational Vehicle) Parks and Campgrounds,721D,RV (Recreational Vehicle) Parks and Recreational Camps
721214,Recreational and Vacation Camps (except Campgrounds),721D,RV (Recreational Vehicle) Parks and Recreational Camps
7213,"Rooming and Boarding Houses, Dormitories, and Workers' Camps",721E,"Rooming and Boarding Houses, Dormitories, and Workers' Camps"
72131,"Rooming and Boarding Houses, Dormitories, and Workers' Camps",721E,"Rooming and Boarding Houses, Dormitories, and Workers' Camps"
721310,"Rooming and Boarding Houses, Dormitories, and Workers' Camps",721E,"Rooming and Boarding Houses, Dormitories, and Workers' Camps"
721191,Bed-and-Breakfast Inns,721F,Bed-and-Breakfast 
722,Food Services and Drinking Places,722,Food Services and Drinking Places
7224,Drinking Places (Alcoholic Beverages),7224,Drinking Places (Alcoholic Beverages)
72241,Drinking Places (Alcoholic Beverages),7224,Drinking Places (Alcoholic Beverages)
722410,Drinking Places (Alcoholic Beverages),7224,Drinking Places (Alcoholic Beverages)
7225,Restaurants and Other Eating Places,7225,Restaurants and Other Eating Places
72251,Restaurants and Other Eating Places,7225,Restaurants and Other Eating Places
722515,Snack and Nonalcoholic Beverage Bars,7225,Restaurants and Other Eating Places
7221,Full-Service Restaurants,722A,Full-Service Restaurants
72211,Full-Service Restaurants,722A,Full-Service Restaurants
722110,Full-Service Restaurants,722A,Full-Service Restaurants
722511,Full-Service Restaurants,722A,Full-Service Restaurants
7222,Limited-Service Eating Places,722B,Limited-Service Restaurants
72221,Limited-Service Eating Places,722B,Limited-Service Restaurants
722211,Limited-Service Restaurants,722B,Limited-Service Restaurants
722213,Snack and Nonalcoholic Beverage Bars,722B,Limited-Service Restaurants
722513,Limited-Service Restaurants,722B,Limited-Service Restaurants
722212,"Cafeterias, Grill Buffets, and Buffets",722C,"Cafeterias, Grills, and Buffets "
722514,"Cafeterias, Grill Buffets, and Buffets",722C,"Cafeterias, Grills, and Buffets "
72233,Mobile Food Services,722D,Mobile Food Services
722330,Mobile Food Services,722D,Mobile Food Services
72232,Caterers,722E,Caterers
722320,Caterers,722E,Caterers
7223,Special Food Services,722F,Food Service Contractors
72231,Food Service Contractors,722F,Food Service Contractors
722310,Food Service Contractors,722F,Food Service Contractors
81,Other Services (except Public Administration),81,Other Services
811,Repair and Maintenance,811,Repair and Maintenance
8111,Automotive Repair and Maintenance,811A,Automotive Repair and Maintenance
81111,Automotive Mechanical and Electrical Repair and Maintenance,811A,Automotive Repair and Maintenance
81112,"Automotive Body, Paint, Interior, and Glass Repair",811A,Automotive Repair and Maintenance
81119,Other Automotive Repair and Maintenance,811A,Automotive Repair and Maintenance
811111,General Automotive Repair,811A,Automotive Repair and Maintenance
811112,Automotive Exhaust System Repair,811A,Automotive Repair and Maintenance
811113,Automotive Transmission Repair,811A,Automotive Repair and Maintenance
811114,Specialized Automotive Repair,811A,Automotive Repair and Maintenance
811118,Other Automotive Mechanical and Electrical Repair and Maintenance,811A,Automotive Repair and Maintenance
811121,"Automotive Body, Paint, and Interior Repair and Maintenance",811A,Automotive Repair and Maintenance
811122,Automotive Glass Replacement Shops,811A,Automotive Repair and Maintenance
811191,Automotive Oil Change and Lubrication Shops,811A,Automotive Repair and Maintenance
811192,Car Washes,811A,Automotive Repair and Maintenance
811198,All Other Automotive Repair and Maintenance,811A,Automotive Repair and Maintenance
8112,Electronic and Precision Equipment Repair and Maintenance,811B,Electronic and Precision Equipment Repair and Maintenance
81121,Electronic and Precision Equipment Repair and Maintenance,811B,Electronic and Precision Equipment Repair and Maintenance
811210,Electronic and Precision Equipment Repair and Maintenance,811B,Electronic and Precision Equipment Repair and Maintenance
811211,Consumer Electronics Repair and Maintenance,811B,Electronic and Precision Equipment Repair and Maintenance
811212,Computer and Office Machine Repair and Maintenance,811B,Electronic and Precision Equipment Repair and Maintenance
811213,Communication Equipment Repair and Maintenance,811B,Electronic and Precision Equipment Repair and Maintenance
811219,Other Electronic and Precision Equipment Repair and Maintenance,811B,Electronic and Precision Equipment Repair and Maintenance
8113,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,811C,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance 
81131,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,811C,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance 
811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,811C,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance 
81141,Home and Garden Equipment and Appliance Repair and Maintenance,811D,Home and Garden Equipment and Appliance Repair and Maintenance
811411,Home and Garden Equipment Repair and Maintenance,811D,Home and Garden Equipment and Appliance Repair and Maintenance
811412,Appliance Repair and Maintenance,811D,Home and Garden Equipment and Appliance Repair and Maintenance
811420,Reupholstery and Furniture Repair,811D,Home and Garden Equipment and Appliance Repair and Maintenance
8114,Personal and Household Goods Repair and Maintenance,811E,Personal and Household Goods Repair and Maintenance
81142,Reupholstery and Furniture Repair,811E,Personal and Household Goods Repair and Maintenance
81143,Footwear and Leather Goods Repair,811E,Personal and Household Goods Repair and Maintenance
81149,Other Personal and Household Goods Repair and Maintenance,811E,Personal and Household Goods Repair and Maintenance
